company,name_id,division,date,hours
Подрядчик3,83,Подразделение2,2023-01-01,11.0
Подрядчик3,85,Подразделение2,2023-01-01,11.0
Подрядчик3,86,Подразделение2,2023-01-01,11.6
Подрядчик3,91,Подразделение2,2023-01-01,11.7
Подрядчик3,92,Подразделение2,2023-01-01,11.7
Подрядчик3,93,Подразделение2,2023-01-01,11.7
Подрядчик3,94,Подразделение2,2023-01-01,11.0
Подрядчик3,97,Подразделение2,2023-01-01,10.6
Подрядчик3,98,Подразделение2,2023-01-01,8.9
Подрядчик3,102,Подразделение2,2023-01-01,11.0
Подрядчик3,104,Подразделение2,2023-01-01,11.0
Подрядчик3,105,Подразделение2,2023-01-01,11.0
Подрядчик3,108,Подразделение2,2023-01-01,11.0
Подрядчик3,112,Подразделение2,2023-01-01,11.0
Подрядчик3,113,Подразделение2,2023-01-01,11.0
Подрядчик3,122,Подразделение2,2023-01-01,11.0
Подрядчик3,125,Подразделение2,2023-01-01,11.0
Подрядчик3,132,Подразделение2,2023-01-01,11.0
Подрядчик3,134,Подразделение2,2023-01-01,11.0
Подрядчик3,141,Подразделение2,2023-01-01,11.0
Подрядчик3,156,Подразделение2,2023-01-01,11.0
Подрядчик3,160,Подразделение2,2023-01-01,11.0
Подрядчик3,164,Подразделение2,2023-01-01,11.0
Подрядчик3,172,Подразделение2,2023-01-01,11.0
Подрядчик3,174,Подразделение2,2023-01-01,11.0
Подрядчик3,176,Подразделение2,2023-01-01,11.0
Подрядчик3,177,Подразделение2,2023-01-01,11.0
Подрядчик5,188,Подразделение2,2023-01-01,11.0
Подрядчик5,189,Подразделение2,2023-01-01,11.0
Подрядчик5,191,Подразделение2,2023-01-01,9.8
Подрядчик5,195,Подразделение2,2023-01-01,11.7
Подрядчик5,196,Подразделение2,2023-01-01,11.4
Подрядчик5,197,Подразделение2,2023-01-01,11.0
Подрядчик5,200,Подразделение2,2023-01-01,11.5
Подрядчик5,216,Подразделение2,2023-01-01,11.0
Подрядчик5,217,Подразделение2,2023-01-01,11.4
Подрядчик5,221,Подразделение2,2023-01-01,11.1
Подрядчик5,232,Подразделение2,2023-01-01,11.4
Подрядчик5,233,Подразделение2,2023-01-01,11.0
Подрядчик1,20,Подразделение1,2023-01-02,10.0
Подрядчик1,24,Подразделение1,2023-01-02,10.7
Подрядчик1,30,Подразделение1,2023-01-02,11.1
Подрядчик1,37,Подразделение1,2023-01-02,11.3
Подрядчик1,41,Подразделение1,2023-01-02,11.0
Подрядчик1,63,Подразделение1,2023-01-02,6.4
Подрядчик1,90,Подразделение1,2023-01-02,9.5
Подрядчик1,96,Подразделение1,2023-01-02,9.7
Подрядчик1,108,Подразделение1,2023-01-02,11.5
Подрядчик1,110,Подразделение1,2023-01-02,9.7
Подрядчик1,148,Подразделение1,2023-01-02,9.3
Подрядчик1,153,Подразделение1,2023-01-02,10.0
Подрядчик1,169,Подразделение1,2023-01-02,10.1
Подрядчик1,171,Подразделение1,2023-01-02,10.0
Подрядчик1,173,Подразделение1,2023-01-02,11.0
Подрядчик2,179,Подразделение1,2023-01-02,11.0
Подрядчик2,180,Подразделение1,2023-01-02,11.0
Подрядчик2,181,Подразделение1,2023-01-02,11.0
Подрядчик2,183,Подразделение1,2023-01-02,11.0
Подрядчик2,184,Подразделение1,2023-01-02,11.0
Подрядчик2,185,Подразделение1,2023-01-02,11.0
Подрядчик2,186,Подразделение1,2023-01-02,11.0
Подрядчик2,187,Подразделение1,2023-01-02,11.0
Подрядчик2,188,Подразделение1,2023-01-02,11.0
Подрядчик2,190,Подразделение1,2023-01-02,11.0
Подрядчик2,191,Подразделение1,2023-01-02,11.0
Подрядчик3,192,Подразделение1,2023-01-02,11.8
Подрядчик3,193,Подразделение1,2023-01-02,11.2
Подрядчик3,197,Подразделение1,2023-01-02,11.5
Подрядчик3,198,Подразделение1,2023-01-02,10.1
Подрядчик3,199,Подразделение1,2023-01-02,9.6
Подрядчик3,200,Подразделение1,2023-01-02,10.9
Подрядчик3,201,Подразделение1,2023-01-02,11.7
Подрядчик3,203,Подразделение1,2023-01-02,11.2
Подрядчик3,204,Подразделение1,2023-01-02,11.2
Подрядчик3,205,Подразделение1,2023-01-02,11.3
Подрядчик3,206,Подразделение1,2023-01-02,11.0
Подрядчик3,210,Подразделение1,2023-01-02,10.1
Подрядчик3,211,Подразделение1,2023-01-02,11.5
Подрядчик3,215,Подразделение1,2023-01-02,9.8
Подрядчик3,216,Подразделение1,2023-01-02,11.7
Подрядчик3,218,Подразделение1,2023-01-02,11.5
Подрядчик3,221,Подразделение1,2023-01-02,11.5
Подрядчик3,223,Подразделение1,2023-01-02,11.3
Подрядчик3,226,Подразделение1,2023-01-02,11.2
Подрядчик3,227,Подразделение1,2023-01-02,10.9
Подрядчик3,228,Подразделение1,2023-01-02,11.3
Подрядчик3,232,Подразделение1,2023-01-02,10.5
Подрядчик3,236,Подразделение1,2023-01-02,8.5
Подрядчик3,237,Подразделение1,2023-01-02,10.2
Подрядчик3,242,Подразделение1,2023-01-02,11.2
Подрядчик3,247,Подразделение1,2023-01-02,10.9
Подрядчик3,250,Подразделение1,2023-01-02,11.5
Подрядчик3,253,Подразделение1,2023-01-02,11.7
Подрядчик3,258,Подразделение1,2023-01-02,11.0
Подрядчик3,259,Подразделение1,2023-01-02,11.8
Подрядчик3,260,Подразделение1,2023-01-02,11.5
Подрядчик3,261,Подразделение1,2023-01-02,11.7
Подрядчик3,262,Подразделение1,2023-01-02,11.0
Подрядчик3,263,Подразделение1,2023-01-02,9.5
Подрядчик3,267,Подразделение1,2023-01-02,11.0
Подрядчик3,269,Подразделение1,2023-01-02,11.6
Подрядчик3,270,Подразделение1,2023-01-02,10.4
Подрядчик3,273,Подразделение1,2023-01-02,11.0
Подрядчик3,276,Подразделение1,2023-01-02,11.8
Подрядчик3,279,Подразделение1,2023-01-02,11.6
Подрядчик3 ПРР,289,Подразделение1,2023-01-02,11.0
Подрядчик4,302,Подразделение1,2023-01-02,11.0
Подрядчик4,307,Подразделение1,2023-01-02,11.0
Подрядчик4,310,Подразделение1,2023-01-02,20.6
Подрядчик4,327,Подразделение1,2023-01-02,11.4
Подрядчик4,331,Подразделение1,2023-01-02,11.4
Подрядчик4,332,Подразделение1,2023-01-02,11.5
Подрядчик4,334,Подразделение1,2023-01-02,11.0
Подрядчик4,338,Подразделение1,2023-01-02,11.7
Подрядчик4,339,Подразделение1,2023-01-02,11.0
Подрядчик4,342,Подразделение1,2023-01-02,10.2
Подрядчик4,345,Подразделение1,2023-01-02,11.3
Подрядчик4,346,Подразделение1,2023-01-02,11.0
Подрядчик4,347,Подразделение1,2023-01-02,11.4
Подрядчик4,349,Подразделение1,2023-01-02,11.7
Подрядчик4,350,Подразделение1,2023-01-02,11.0
Подрядчик4,352,Подразделение1,2023-01-02,11.0
Подрядчик4 ПРР,360,Подразделение1,2023-01-02,11.0
Подрядчик3,66,Подразделение2,2023-01-02,10.7
Подрядчик3,67,Подразделение2,2023-01-02,11.2
Подрядчик3,68,Подразделение2,2023-01-02,11.0
Подрядчик3,69,Подразделение2,2023-01-02,11.8
Подрядчик3,70,Подразделение2,2023-01-02,11.3
Подрядчик3,71,Подразделение2,2023-01-02,11.7
Подрядчик3,72,Подразделение2,2023-01-02,11.7
Подрядчик3,76,Подразделение2,2023-01-02,11.4
Подрядчик3,78,Подразделение2,2023-01-02,11.3
Подрядчик3,81,Подразделение2,2023-01-02,11.0
Подрядчик3,82,Подразделение2,2023-01-02,11.5
Подрядчик3,83,Подразделение2,2023-01-02,10.9
Подрядчик3,84,Подразделение2,2023-01-02,10.9
Подрядчик3,85,Подразделение2,2023-01-02,11.0
Подрядчик3,87,Подразделение2,2023-01-02,11.1
Подрядчик3,90,Подразделение2,2023-01-02,11.7
Подрядчик3,91,Подразделение2,2023-01-02,10.0
Подрядчик3,93,Подразделение2,2023-01-02,11.5
Подрядчик3,94,Подразделение2,2023-01-02,11.0
Подрядчик3,100,Подразделение2,2023-01-02,11.7
Подрядчик3,103,Подразделение2,2023-01-02,11.0
Подрядчик3,104,Подразделение2,2023-01-02,11.0
Подрядчик3,105,Подразделение2,2023-01-02,11.0
Подрядчик3,106,Подразделение2,2023-01-02,11.0
Подрядчик3,111,Подразделение2,2023-01-02,11.0
Подрядчик3,113,Подразделение2,2023-01-02,11.0
Подрядчик3,114,Подразделение2,2023-01-02,11.0
Подрядчик3,115,Подразделение2,2023-01-02,11.0
Подрядчик3,116,Подразделение2,2023-01-02,11.0
Подрядчик3,117,Подразделение2,2023-01-02,11.0
Подрядчик3,118,Подразделение2,2023-01-02,11.0
Подрядчик3,122,Подразделение2,2023-01-02,8.0
Подрядчик3,123,Подразделение2,2023-01-02,11.0
Подрядчик3,124,Подразделение2,2023-01-02,11.0
Подрядчик3,125,Подразделение2,2023-01-02,11.0
Подрядчик3,126,Подразделение2,2023-01-02,11.0
Подрядчик3,129,Подразделение2,2023-01-02,11.0
Подрядчик3,130,Подразделение2,2023-01-02,11.0
Подрядчик3,131,Подразделение2,2023-01-02,11.0
Подрядчик3,132,Подразделение2,2023-01-02,11.0
Подрядчик3,134,Подразделение2,2023-01-02,11.0
Подрядчик3,136,Подразделение2,2023-01-02,11.0
Подрядчик3,137,Подразделение2,2023-01-02,11.0
Подрядчик3,142,Подразделение2,2023-01-02,11.0
Подрядчик3,143,Подразделение2,2023-01-02,11.0
Подрядчик3,144,Подразделение2,2023-01-02,11.0
Подрядчик3,145,Подразделение2,2023-01-02,11.0
Подрядчик3,146,Подразделение2,2023-01-02,11.0
Подрядчик3,147,Подразделение2,2023-01-02,11.0
Подрядчик3,148,Подразделение2,2023-01-02,11.0
Подрядчик3,149,Подразделение2,2023-01-02,11.0
Подрядчик3,150,Подразделение2,2023-01-02,11.0
Подрядчик3,153,Подразделение2,2023-01-02,11.0
Подрядчик3,155,Подразделение2,2023-01-02,11.0
Подрядчик3,156,Подразделение2,2023-01-02,11.0
Подрядчик3,157,Подразделение2,2023-01-02,11.0
Подрядчик3,158,Подразделение2,2023-01-02,11.0
Подрядчик3,160,Подразделение2,2023-01-02,11.0
Подрядчик3,161,Подразделение2,2023-01-02,11.0
Подрядчик3,164,Подразделение2,2023-01-02,11.0
Подрядчик3,171,Подразделение2,2023-01-02,8.0
Подрядчик3,173,Подразделение2,2023-01-02,11.0
Подрядчик3,174,Подразделение2,2023-01-02,11.0
Подрядчик3,175,Подразделение2,2023-01-02,11.0
Подрядчик3,176,Подразделение2,2023-01-02,11.0
Подрядчик3,177,Подразделение2,2023-01-02,11.0
Подрядчик5,188,Подразделение2,2023-01-02,11.7
Подрядчик5,189,Подразделение2,2023-01-02,11.0
Подрядчик5,190,Подразделение2,2023-01-02,10.0
Подрядчик5,192,Подразделение2,2023-01-02,11.7
Подрядчик5,205,Подразделение2,2023-01-02,11.2
Подрядчик5,206,Подразделение2,2023-01-02,11.8
Подрядчик5,211,Подразделение2,2023-01-02,10.5
Подрядчик5,216,Подразделение2,2023-01-02,11.6
Подрядчик5,217,Подразделение2,2023-01-02,11.6
Подрядчик5,218,Подразделение2,2023-01-02,11.8
Подрядчик5,219,Подразделение2,2023-01-02,11.8
Подрядчик5,223,Подразделение2,2023-01-02,11.0
Подрядчик5,230,Подразделение2,2023-01-02,11.7
Подрядчик5,231,Подразделение2,2023-01-02,11.8
Подрядчик5,232,Подразделение2,2023-01-02,11.7
Подрядчик5,237,Подразделение2,2023-01-02,9.7
Подрядчик5,240,Подразделение2,2023-01-02,11.0
Подрядчик5,241,Подразделение2,2023-01-02,11.6
Подрядчик5,243,Подразделение2,2023-01-02,11.1
Подрядчик1,41,Подразделение1,2023-01-03,11.1
Подрядчик1,55,Подразделение1,2023-01-03,9.8
Подрядчик1,64,Подразделение1,2023-01-03,11.7
Подрядчик1,66,Подразделение1,2023-01-03,10.1
Подрядчик1,77,Подразделение1,2023-01-03,10.8
Подрядчик1,90,Подразделение1,2023-01-03,8.3
Подрядчик1,105,Подразделение1,2023-01-03,8.2
Подрядчик1,109,Подразделение1,2023-01-03,11.7
Подрядчик1,110,Подразделение1,2023-01-03,9.4
Подрядчик1,122,Подразделение1,2023-01-03,11.8
Подрядчик1,123,Подразделение1,2023-01-03,9.6
Подрядчик1,148,Подразделение1,2023-01-03,9.2
Подрядчик2,179,Подразделение1,2023-01-03,11.0
Подрядчик2,180,Подразделение1,2023-01-03,11.0
Подрядчик2,181,Подразделение1,2023-01-03,11.0
Подрядчик2,182,Подразделение1,2023-01-03,11.0
Подрядчик2,183,Подразделение1,2023-01-03,11.0
Подрядчик2,184,Подразделение1,2023-01-03,11.0
Подрядчик2,186,Подразделение1,2023-01-03,11.0
Подрядчик2,187,Подразделение1,2023-01-03,11.0
Подрядчик2,188,Подразделение1,2023-01-03,11.0
Подрядчик2,189,Подразделение1,2023-01-03,11.0
Подрядчик2,190,Подразделение1,2023-01-03,11.0
Подрядчик2,191,Подразделение1,2023-01-03,11.0
Подрядчик3,192,Подразделение1,2023-01-03,12.9
Подрядчик3,195,Подразделение1,2023-01-03,6.6
Подрядчик3,197,Подразделение1,2023-01-03,11.3
Подрядчик3,198,Подразделение1,2023-01-03,9.2
Подрядчик3,199,Подразделение1,2023-01-03,11.3
Подрядчик3,200,Подразделение1,2023-01-03,11.2
Подрядчик3,201,Подразделение1,2023-01-03,12.8
Подрядчик3,202,Подразделение1,2023-01-03,11.7
Подрядчик3,203,Подразделение1,2023-01-03,11.3
Подрядчик3,205,Подразделение1,2023-01-03,9.9
Подрядчик3,210,Подразделение1,2023-01-03,11.4
Подрядчик3,211,Подразделение1,2023-01-03,11.6
Подрядчик3,212,Подразделение1,2023-01-03,11.2
Подрядчик3,216,Подразделение1,2023-01-03,11.8
Подрядчик3,218,Подразделение1,2023-01-03,12.8
Подрядчик3,221,Подразделение1,2023-01-03,11.4
Подрядчик3,223,Подразделение1,2023-01-03,11.7
Подрядчик3,225,Подразделение1,2023-01-03,11.5
Подрядчик3,228,Подразделение1,2023-01-03,12.2
Подрядчик3,233,Подразделение1,2023-01-03,11.3
Подрядчик3,236,Подразделение1,2023-01-03,7.9
Подрядчик3,237,Подразделение1,2023-01-03,7.7
Подрядчик3,239,Подразделение1,2023-01-03,11.0
Подрядчик3,245,Подразделение1,2023-01-03,11.1
Подрядчик3,247,Подразделение1,2023-01-03,9.7
Подрядчик3,255,Подразделение1,2023-01-03,11.2
Подрядчик3,258,Подразделение1,2023-01-03,11.0
Подрядчик3,259,Подразделение1,2023-01-03,12.8
Подрядчик3,261,Подразделение1,2023-01-03,11.4
Подрядчик3,267,Подразделение1,2023-01-03,12.3
Подрядчик3,273,Подразделение1,2023-01-03,11.0
Подрядчик3,279,Подразделение1,2023-01-03,12.7
Подрядчик3,281,Подразделение1,2023-01-03,12.0
Подрядчик3 ПРР,288,Подразделение1,2023-01-03,11.0
Подрядчик4,302,Подразделение1,2023-01-03,11.0
Подрядчик4,304,Подразделение1,2023-01-03,11.0
Подрядчик4,305,Подразделение1,2023-01-03,11.4
Подрядчик4,308,Подразделение1,2023-01-03,11.0
Подрядчик4,313,Подразделение1,2023-01-03,11.0
Подрядчик4,316,Подразделение1,2023-01-03,11.0
Подрядчик4,318,Подразделение1,2023-01-03,11.0
Подрядчик4,319,Подразделение1,2023-01-03,10.0
Подрядчик4,328,Подразделение1,2023-01-03,11.8
Подрядчик4,331,Подразделение1,2023-01-03,11.4
Подрядчик4,333,Подразделение1,2023-01-03,11.5
Подрядчик4,338,Подразделение1,2023-01-03,11.6
Подрядчик4,342,Подразделение1,2023-01-03,10.3
Подрядчик4,346,Подразделение1,2023-01-03,11.0
Подрядчик4,347,Подразделение1,2023-01-03,11.6
Подрядчик4,348,Подразделение1,2023-01-03,11.6
Подрядчик4,349,Подразделение1,2023-01-03,11.8
Подрядчик4,350,Подразделение1,2023-01-03,11.0
Подрядчик4,352,Подразделение1,2023-01-03,11.0
Подрядчик4 ПРР,355,Подразделение1,2023-01-03,11.0
Подрядчик3,67,Подразделение2,2023-01-03,11.7
Подрядчик3,77,Подразделение2,2023-01-03,11.4
Подрядчик3,78,Подразделение2,2023-01-03,11.1
Подрядчик3,82,Подразделение2,2023-01-03,11.4
Подрядчик3,83,Подразделение2,2023-01-03,10.9
Подрядчик3,87,Подразделение2,2023-01-03,11.2
Подрядчик3,89,Подразделение2,2023-01-03,10.9
Подрядчик3,92,Подразделение2,2023-01-03,11.4
Подрядчик3,100,Подразделение2,2023-01-03,11.7
Подрядчик3,104,Подразделение2,2023-01-03,11.0
Подрядчик3,111,Подразделение2,2023-01-03,12.0
Подрядчик3,113,Подразделение2,2023-01-03,11.0
Подрядчик3,114,Подразделение2,2023-01-03,12.0
Подрядчик3,116,Подразделение2,2023-01-03,11.0
Подрядчик3,125,Подразделение2,2023-01-03,11.0
Подрядчик3,126,Подразделение2,2023-01-03,11.0
Подрядчик3,128,Подразделение2,2023-01-03,12.7
Подрядчик3,131,Подразделение2,2023-01-03,11.0
Подрядчик3,136,Подразделение2,2023-01-03,11.0
Подрядчик3,142,Подразделение2,2023-01-03,12.0
Подрядчик3,145,Подразделение2,2023-01-03,11.0
Подрядчик3,146,Подразделение2,2023-01-03,11.0
Подрядчик3,147,Подразделение2,2023-01-03,11.0
Подрядчик3,152,Подразделение2,2023-01-03,11.8
Подрядчик3,153,Подразделение2,2023-01-03,11.0
Подрядчик3,157,Подразделение2,2023-01-03,11.0
Подрядчик3,158,Подразделение2,2023-01-03,11.0
Подрядчик3,164,Подразделение2,2023-01-03,11.0
Подрядчик3,168,Подразделение2,2023-01-03,12.0
Подрядчик5,189,Подразделение2,2023-01-03,12.4
Подрядчик5,190,Подразделение2,2023-01-03,11.1
Подрядчик5,200,Подразделение2,2023-01-03,11.1
Подрядчик5,202,Подразделение2,2023-01-03,9.4
Подрядчик5,208,Подразделение2,2023-01-03,11.7
Подрядчик5,217,Подразделение2,2023-01-03,12.9
Подрядчик5,218,Подразделение2,2023-01-03,11.2
Подрядчик5,221,Подразделение2,2023-01-03,12.7
Подрядчик5,222,Подразделение2,2023-01-03,11.0
Подрядчик5,223,Подразделение2,2023-01-03,11.0
Подрядчик5,226,Подразделение2,2023-01-03,11.4
Подрядчик5,231,Подразделение2,2023-01-03,12.3
Подрядчик5,232,Подразделение2,2023-01-03,11.6
Подрядчик5,233,Подразделение2,2023-01-03,10.7
Подрядчик5,238,Подразделение2,2023-01-03,11.1
Подрядчик5,241,Подразделение2,2023-01-03,10.1
Подрядчик5,242,Подразделение2,2023-01-03,11.2
Подрядчик5,243,Подразделение2,2023-01-03,11.0
Подрядчик1,20,Подразделение1,2023-01-04,9.2
Подрядчик1,41,Подразделение1,2023-01-04,10.9
Подрядчик1,81,Подразделение1,2023-01-04,10.5
Подрядчик1,116,Подразделение1,2023-01-04,11.0
Подрядчик1,138,Подразделение1,2023-01-04,11.6
Подрядчик1,143,Подразделение1,2023-01-04,10.1
Подрядчик1,149,Подразделение1,2023-01-04,11.7
Подрядчик1,168,Подразделение1,2023-01-04,11.1
Подрядчик1,169,Подразделение1,2023-01-04,10.9
Подрядчик1,171,Подразделение1,2023-01-04,9.9
Подрядчик2,180,Подразделение1,2023-01-04,11.0
Подрядчик2,181,Подразделение1,2023-01-04,11.0
Подрядчик2,182,Подразделение1,2023-01-04,11.0
Подрядчик2,183,Подразделение1,2023-01-04,11.0
Подрядчик2,184,Подразделение1,2023-01-04,11.0
Подрядчик2,185,Подразделение1,2023-01-04,11.0
Подрядчик2,186,Подразделение1,2023-01-04,11.0
Подрядчик2,187,Подразделение1,2023-01-04,11.0
Подрядчик2,188,Подразделение1,2023-01-04,11.0
Подрядчик2,189,Подразделение1,2023-01-04,11.0
Подрядчик2,190,Подразделение1,2023-01-04,11.0
Подрядчик2,191,Подразделение1,2023-01-04,11.0
Подрядчик3,193,Подразделение1,2023-01-04,13.6
Подрядчик3,197,Подразделение1,2023-01-04,12.4
Подрядчик3,198,Подразделение1,2023-01-04,13.2
Подрядчик3,199,Подразделение1,2023-01-04,11.8
Подрядчик3,200,Подразделение1,2023-01-04,11.7
Подрядчик3,201,Подразделение1,2023-01-04,13.4
Подрядчик3,204,Подразделение1,2023-01-04,1.1
Подрядчик3,205,Подразделение1,2023-01-04,11.8
Подрядчик3,207,Подразделение1,2023-01-04,1.0
Подрядчик3,209,Подразделение1,2023-01-04,10.8
Подрядчик3,214,Подразделение1,2023-01-04,12.4
Подрядчик3,215,Подразделение1,2023-01-04,11.3
Подрядчик3,219,Подразделение1,2023-01-04,12.8
Подрядчик3,225,Подразделение1,2023-01-04,12.5
Подрядчик3,231,Подразделение1,2023-01-04,12.3
Подрядчик3,232,Подразделение1,2023-01-04,10.3
Подрядчик3,233,Подразделение1,2023-01-04,11.9
Подрядчик3,236,Подразделение1,2023-01-04,12.0
Подрядчик3,237,Подразделение1,2023-01-04,11.9
Подрядчик3,239,Подразделение1,2023-01-04,11.0
Подрядчик3,245,Подразделение1,2023-01-04,10.7
Подрядчик3,247,Подразделение1,2023-01-04,13.8
Подрядчик3,249,Подразделение1,2023-01-04,13.2
Подрядчик3,253,Подразделение1,2023-01-04,13.9
Подрядчик3,258,Подразделение1,2023-01-04,12.0
Подрядчик3,259,Подразделение1,2023-01-04,12.6
Подрядчик3,261,Подразделение1,2023-01-04,11.6
Подрядчик3,263,Подразделение1,2023-01-04,10.2
Подрядчик3,266,Подразделение1,2023-01-04,13.4
Подрядчик3,267,Подразделение1,2023-01-04,13.6
Подрядчик3,268,Подразделение1,2023-01-04,12.6
Подрядчик3,271,Подразделение1,2023-01-04,12.0
Подрядчик3,273,Подразделение1,2023-01-04,13.0
Подрядчик3,276,Подразделение1,2023-01-04,12.7
Подрядчик3,281,Подразделение1,2023-01-04,13.0
Подрядчик3 ПРР,288,Подразделение1,2023-01-04,11.0
Подрядчик4,302,Подразделение1,2023-01-04,12.0
Подрядчик4,305,Подразделение1,2023-01-04,11.2
Подрядчик4,308,Подразделение1,2023-01-04,12.0
Подрядчик4,314,Подразделение1,2023-01-04,10.9
Подрядчик4,315,Подразделение1,2023-01-04,12.7
Подрядчик4,318,Подразделение1,2023-01-04,12.0
Подрядчик4,319,Подразделение1,2023-01-04,11.2
Подрядчик4,327,Подразделение1,2023-01-04,10.7
Подрядчик4,328,Подразделение1,2023-01-04,12.7
Подрядчик4,333,Подразделение1,2023-01-04,12.5
Подрядчик4,338,Подразделение1,2023-01-04,12.4
Подрядчик4,342,Подразделение1,2023-01-04,11.8
Подрядчик4,343,Подразделение1,2023-01-04,12.0
Подрядчик4,345,Подразделение1,2023-01-04,12.0
Подрядчик4,346,Подразделение1,2023-01-04,12.0
Подрядчик4,348,Подразделение1,2023-01-04,11.7
Подрядчик4,349,Подразделение1,2023-01-04,12.0
Подрядчик4,350,Подразделение1,2023-01-04,12.0
Подрядчик4,352,Подразделение1,2023-01-04,12.0
Подрядчик4 ПРР,357,Подразделение1,2023-01-04,11.0
Подрядчик3,69,Подразделение2,2023-01-04,11.8
Подрядчик3,70,Подразделение2,2023-01-04,12.3
Подрядчик3,71,Подразделение2,2023-01-04,10.8
Подрядчик3,72,Подразделение2,2023-01-04,11.7
Подрядчик3,77,Подразделение2,2023-01-04,12.5
Подрядчик3,82,Подразделение2,2023-01-04,11.2
Подрядчик3,83,Подразделение2,2023-01-04,11.2
Подрядчик3,89,Подразделение2,2023-01-04,12.1
Подрядчик3,90,Подразделение2,2023-01-04,11.8
Подрядчик3,91,Подразделение2,2023-01-04,10.1
Подрядчик3,92,Подразделение2,2023-01-04,11.3
Подрядчик3,100,Подразделение2,2023-01-04,11.7
Подрядчик3,105,Подразделение2,2023-01-04,12.0
Подрядчик3,106,Подразделение2,2023-01-04,12.0
Подрядчик3,116,Подразделение2,2023-01-04,12.0
Подрядчик3,117,Подразделение2,2023-01-04,11.0
Подрядчик3,124,Подразделение2,2023-01-04,12.0
Подрядчик3,131,Подразделение2,2023-01-04,11.0
Подрядчик3,132,Подразделение2,2023-01-04,12.0
Подрядчик3,137,Подразделение2,2023-01-04,12.0
Подрядчик3,141,Подразделение2,2023-01-04,11.0
Подрядчик3,145,Подразделение2,2023-01-04,12.0
Подрядчик3,146,Подразделение2,2023-01-04,11.0
Подрядчик3,147,Подразделение2,2023-01-04,11.0
Подрядчик3,150,Подразделение2,2023-01-04,11.0
Подрядчик3,152,Подразделение2,2023-01-04,10.9
Подрядчик3,156,Подразделение2,2023-01-04,12.0
Подрядчик3,164,Подразделение2,2023-01-04,12.0
Подрядчик3,175,Подразделение2,2023-01-04,11.0
Подрядчик3,176,Подразделение2,2023-01-04,12.0
Подрядчик5,187,Подразделение2,2023-01-04,12.6
Подрядчик5,188,Подразделение2,2023-01-04,12.8
Подрядчик5,193,Подразделение2,2023-01-04,12.0
Подрядчик5,195,Подразделение2,2023-01-04,10.8
Подрядчик5,196,Подразделение2,2023-01-04,12.6
Подрядчик5,204,Подразделение2,2023-01-04,11.4
Подрядчик5,208,Подразделение2,2023-01-04,11.1
